"","PublicHousing","HealthStatus","Supply","WaitingTime","HealthBehavior","Stamp","ParentsHealthStatus","Age","Race","Education","MaritalStatus","Race_4","Race_3","Race_1","Race_2","MaritalStatus_3","MaritalStatus_2","MaritalStatus_4","MaritalStatus_1"
"15",26.050661482074,8.11267401115801,2.41779152996438,32.4762762669227,8.06487791409198,150.259124021328,14.9056436356853,42.8173314737069,1,1,3,0,0,1,0,1,0,0,0
"16",19.7830847866848,8.0611998365079,5.38570860181019,14.8726563999977,11.6893263693481,140.021494013632,9.44105043750751,45.3740731721951,4,3,2,1,0,0,0,0,1,0,0
"17",27.1828329691709,9.17138956876678,5.06962204701625,24.461573227512,11.9911144289225,224.314556245699,11.6826102093035,39.3517486508535,1,4,2,0,0,1,0,0,1,0,0
"18",36.0846293402681,12.5757991547802,6.07785008414587,25.369150811253,15.8643274546966,164.194566405213,8.17491036643779,43.2494754128415,2,3,2,0,0,0,1,0,1,0,0
"19",12.1297311295905,5.2665636841097,3.34318413320526,18.5426232135735,5.75575933261887,231.309859505961,5.0223667528987,52.3031305016824,2,2,3,0,0,0,1,1,0,0,0
"20",29.6782620667532,10.0159903863192,4.75072404733354,28.3104591061431,11.9892556902895,190.976009349555,7.88136756255373,34.5236035085644,2,4,2,0,0,0,1,0,1,0,0
"21",17.5301304349918,6.98358776876717,7.85833814754413,21.0362054640637,6.49736277896139,207.769752013546,14.4866662645883,48.600006231999,2,3,2,0,0,0,1,0,1,0,0
"22",32.5546992018249,11.4324346463791,5.98183378673755,24.6524085612969,13.7700047292862,243.306379004068,5.71351268182786,47.9098018290832,1,1,2,0,0,1,0,0,1,0,0
"23",20.8303340711454,9.39763154306538,6.79382855140237,12.2655194362886,12.3415296600657,157.483219960845,8.66678569629065,54.9340891906584,2,1,1,0,0,0,1,0,0,0,1
"24",26.0170391062239,8.28049130198587,4.32754890378827,30.9937664059951,8.69712580730539,207.21564779166,20,39.5133391291982,4,3,1,1,0,0,0,0,0,0,1
"25",36.949916617809,12.0175397634991,5.0302176997035,33.4558050831683,13.0258480492172,165.921449669985,10.5290920745904,43.0113299922634,2,4,4,0,0,0,1,0,0,1,0
"26",22.0143589649471,9.4364608769285,2.62281324657121,17.9168221257758,12.1662384753726,242.799517807808,7.90392108846753,50.8065367091323,4,4,4,1,0,0,0,0,0,1,0
"27",35.3233498819419,12.0476942054383,3.66461324556242,30.2407410314019,14.2097647846284,206.119664371675,11.0588183125727,42.0372278868843,3,2,1,0,1,0,0,0,0,0,1
"28",29.9519757166651,10.289078580863,4.60231744788125,28.8106712205493,11.1895780672642,191.873698589529,13.6200047234721,45.8047868939377,3,3,3,0,1,0,0,1,0,0,0
"29",9.68593602073404,5.08017557416262,2.23950933689919,13.0322722551041,8.12514396263072,192.357437456182,12.6426908766609,43.3477977262862,4,4,4,1,0,0,0,0,0,1,0
"30",35.4605778366251,12.6901394831951,4.56885199894484,25.100615961417,16.0027566191733,187.207631559942,13.1416307651358,46.4957873459721,3,1,1,0,1,0,0,0,0,0,1
"31",34.8456372614228,11.3167714299262,6.87075526118465,31.7845874773479,11.7190659438425,187.920735851145,5.50679809045899,43.830586594252,2,2,4,0,0,0,1,0,0,1,0
"32",29.9194685576441,10.468076130495,3.16138937941478,27.4333493345802,12.5630446813401,144.186394173361,12.2766263801044,39.1257800918199,2,1,2,0,0,0,1,0,1,0,0
"33",39.8274023305255,12.6810705237752,6.06389072173589,35.1384339023398,13.7368841007665,153.255330328235,10.4027886800682,39.8530402891988,3,4,4,0,1,0,0,0,0,1,0
"34",43.8354733053005,14.739843310486,2.66763824718022,31.3645557120193,18.7539920664877,124.689301325406,4.70837845391726,42.4251666877214,1,2,1,0,0,1,0,0,0,0,1
"35",31.3122637237165,11.0330885564865,5.49897030047049,22.4655682377648,14.7709533871343,223.288517187755,13.8202788838937,42.5900059749048,2,3,3,0,0,0,1,1,0,0,0
"36",29.8269134701122,9.61269033813645,6.29323077837311,25.5167495242876,12.6210865938595,220.897562696025,10.1244151919696,36.7701019559496,4,3,3,1,0,0,0,1,0,0,0
"37",45.2733370605484,15.3885654338252,5.34818582527271,32.064855278749,17.9012478479042,201.298744922026,10.6339267876541,49.2014777305208,2,2,1,0,0,0,1,0,0,0,1
"38",30.5890522640654,10.0909982485044,1.43773325100458,31.6984396167124,11.6574997002758,166.350159310607,8.41312904520196,44.1678028416791,4,4,1,1,0,0,0,0,0,0,1
"39",34.8177580148203,12.8784491999065,3.18402008489668,25.5093512741871,15.3167167037989,161.635997229979,7.87092773966902,54.4380402816509,4,2,2,1,0,0,0,0,1,0,0
"40",24.2608409492914,9.52274966801841,6.65918785902702,21.3563111970747,10.265920807978,147.318350308737,12.5104268836363,54.3909164109116,1,2,1,0,0,1,0,0,0,0,1
"41",38.0890912117317,12.4686414435252,6.2989426656193,29.2078650984383,15.2150532956932,203.024168654648,6.2367757636374,43.1431877560966,4,4,3,1,0,0,0,1,0,0,0
"42",34.254545242831,12.694455403385,5.00594322482453,21.0851273553503,16.9012261411774,198.842863674301,3.22010673509067,45.4315448181706,2,2,3,0,0,0,1,1,0,0,0
"43",30.5828955693276,10.8406829239031,4.92417331067725,27.068058745715,12.3119149476333,196.874437929952,8.34963790467531,43.8192856607132,3,3,4,0,1,0,0,0,0,1,0
"44",20.7138494378457,6.61380001918947,4.59729867867234,30.4577934662238,5.44322920250709,201.405770354149,13.9441881413084,43.4073332275194,4,4,4,1,0,0,0,0,0,1,0
"45",26.7941379858632,10.4133651384588,4.88115231068365,19.3288304578709,13.6021183750476,221.961909740748,11.1629473120513,47.3562071832174,2,3,2,0,0,0,1,0,1,0,0
"46",35.3501275980795,12.7999163276929,5.17836161950644,24.3384729374359,15.9546953613649,218.240384737294,4.68815450935116,46.837856945266,2,3,3,0,0,0,1,1,0,0,0
"47",34.4933028108578,11.7950171884718,3.73220597864226,30.4294502352028,13.6463735201236,197.028839506548,9.90751897061563,41.8357983022273,3,4,2,0,1,0,0,0,1,0,0
"48",29.9468224806791,10.4029367563125,5.85205559804305,27.6686353493754,11.1915759900163,204.693185430925,7.51529483463525,46.1647626643,2,3,3,0,0,0,1,1,0,0,0
"49",21.7431240090056,6.85572298645184,6.54716524562881,22.0263960418586,10.092458303372,218.789506932891,4.05618234666318,30.1806221051131,4,4,2,1,0,0,0,0,1,0,0
"50",22.4667903269532,8.77630730509988,3.87816204439895,19.7541131011455,11.6465785818335,172.95365155474,8.0624338632158,40.3894319323686,3,2,3,0,1,0,0,1,0,0,0
"51",30.1003839721056,12.3107872480931,4.22390206538321,15.4936947147591,17.4793036434372,212.314608051509,8.705881924023,44.0102802161138,4,1,4,1,0,0,0,0,0,1,0
"52",15.2550409242883,5.43741591354349,5.0732167992002,31.6902963945536,0.812647468230077,179.561019225075,12.2180210077307,52.0475044373887,1,1,3,0,0,1,0,1,0,0,0
"53",30.8855250366578,10.4882408711755,3.63579491475122,27.0996769196873,13.1332010251125,177.026865710242,12.298040128024,40.9130025401886,4,3,4,1,0,0,0,0,0,1,0
"54",37.819124693608,14.4036749049797,6.16028378053951,17.5874444543131,20.4756991242733,224.406618851041,5.72756259881878,42.4481062143816,3,1,1,0,1,0,0,0,0,0,1
"55",30.7514540715971,10.0154453969739,6.13965447947702,30.8005975412785,10.6321910723274,238.895618366543,15.6295834207115,38.1822594587763,3,2,2,0,1,0,0,0,1,0,0
"56",36.2161290966048,11.0967845365006,7.16094473222372,38.3613947346794,9.83791513651256,178.964185733785,8.2212336675856,42.3260315528983,2,4,1,0,0,0,1,0,0,0,1
"57",24.3477717487234,9.67089109003424,5.41390914401989,17.7452420340405,13.1974925379653,164.76324542735,3.64545959744105,42.8328350683093,3,3,1,0,1,0,0,0,0,0,1
"58",32.999289290748,11.7311519458542,3.90397338876096,19.7865893625015,17.7556786277351,165.901958006611,9.18209035585218,41.6363998434343,1,3,1,0,0,1,0,0,0,0,1
"59",34.344479120018,11.5953431472804,4.41193086444974,27.665991564505,14.3857816261253,164.420309667833,10.2386880347581,40.6966777662896,1,1,3,0,0,1,0,1,0,0,0
"60",40.5171087947214,12.8947766048252,6.30232851532987,33.2040117936533,15.3278046548477,208.571367102551,11.4497408947578,37.3378733598723,4,4,1,1,0,0,0,0,0,0,1
"61",28.4097438358659,10.1110713336078,4.54885310358459,23.5696263782385,13.3247648941115,173.73394597494,12.953341748149,34.2488722338967,1,1,3,0,0,1,0,1,0,0,0
"62",30.1707934923456,11.2562504428466,4.0506018492217,14.6216951800206,18.7268171166832,153.384650612458,12.8755537602707,34.0188037905426,2,2,3,0,0,0,1,1,0,0,0
"63",32.7317664839038,10.0378636466655,9.05128902649155,35.1775255444118,8.75785591854618,162.824239461336,10.4198932090623,40.255716302837,2,3,1,0,0,0,1,0,0,0,1
"64",39.6402513302373,14.0715603310734,4.19367200852654,21.7540592625627,20.3981664510548,220.802377331862,16.0842308283222,39.2585448775274,3,2,4,0,1,0,0,0,0,1,0
"65",26.215615366426,9.24126842458606,9.91833466239417,22.0548259535766,10.3553191253443,222.320816184046,6.2345646076112,44.5680296742998,4,2,2,1,0,0,0,0,1,0,0
"66",38.3375265870993,12.9255747585087,6.21792441321036,25.9636718428863,17.0272546002971,188.149381928279,7.69344602441336,41.0550594265009,3,4,3,0,1,0,0,1,0,0,0
"67",36.0238868696892,12.3723967439302,7.42267924047769,24.5254225166841,16.2089495934894,194.136991800945,12.2215189366658,40.6824624717916,1,4,1,0,0,1,0,0,0,0,1
"68",48.1807141646743,16.896196614465,6.55102466886584,28.6447563422478,20.6962583379646,217.784017250224,9.00258013396309,50.8351446091854,1,3,1,0,0,1,0,0,0,0,1
"69",24.6081043204072,8.86910948202096,4.7727497822749,27.2802577611942,8.49071412752419,207.177475904803,12.1316398520495,48.8260860643232,2,2,4,0,0,0,1,0,0,1,0
"70",21.0244030489012,5.64180831788233,6.69535534204701,34.5783698235291,3.32520579234712,206.786041397369,11.1956405947148,35.777768140613,3,2,2,0,1,0,0,0,1,0,0
"71",39.7323217557402,14.4998082076849,4.15770651392614,26.1984083546875,17.469046144186,214.970535301616,14.2753792186819,55.1047995825824,1,3,3,0,0,1,0,1,0,0,0
"72",27.7049798285371,11.0034301354448,5.61063751485506,17.5664175936369,14.9940150717044,200.368696546612,2.86082874877112,39.9845244988152,1,2,3,0,0,1,0,1,0,0,0
"73",30.8328372890971,10.3505482545348,5.74763911832483,29.2262501663105,11.5867514175979,168.145380699703,10.4103999521986,38.71320901394,2,4,3,0,0,0,1,1,0,0,0
"74",31.7049867906251,11.3792398315275,6.51829877190803,27.9060352122782,11.1425021345063,169.269493979794,7.21551181440516,55.3878778377236,2,2,4,0,0,0,1,0,0,1,0
"75",23.3263615117009,9.01088095622237,9.58793164443696,15.007509952622,12.3779091385588,205.356418427345,12.224856449698,45.9689328503199,1,4,1,0,0,1,0,0,0,0,1
"76",23.3013893257479,8.09051373257459,7.54717141818835,21.687918161791,10.1122131299621,230.485705590248,13.2096392642797,38.119321386419,4,2,4,1,0,0,0,0,0,1,0
"77",30.0735709091022,10.4320099591375,6.31667543799084,23.1230173532027,13.2281198028709,229.423423629096,8.30906322590714,46.4087579696667,3,3,3,0,1,0,0,1,0,0,0
"78",32.60191949164,12.0288575434049,2.71447976232943,22.3565700236686,16.2127429183568,254.574512445113,6.58559832698827,45.3537612930343,4,2,4,1,0,0,0,0,0,1,0
"79",24.3932479254984,8.53505700655851,6.00799026482902,25.1824319507743,9.48133600514788,203.339003898234,9.35631881406153,42.7618154515736,3,4,4,0,1,0,0,0,0,1,0
"80",21.4249290922668,7.10598330981282,4.57118999014773,23.4170549488224,9.51354287602117,147.783973604239,9.96508424369027,36.9284274145021,1,4,3,0,0,1,0,1,0,0,0
"81",44.4781862790202,14.2130890120805,7.16653829776176,31.7534630643151,17.6335926622229,157.099103657893,10.365646741809,39.3417822471208,3,4,2,0,1,0,0,0,1,0,0
"82",23.520404262915,8.41979271321206,5.80273903999658,23.3879663335732,10.3082754042716,199.71301018742,10.072485631977,38.3549037220505,3,3,1,0,1,0,0,0,0,0,1
"83",41.286409556671,13.4686666605804,6.54122973389618,31.8817391059897,16.427272562353,208.279378226456,12.3635950728246,29.3293062268897,4,2,4,1,0,0,0,0,0,1,0
"84",20.6128022487106,5.91551382248388,4.19539675810147,32.5805341774444,4.82534417581159,198.281835395197,11.3172137548888,35.5071890428856,2,2,4,0,0,0,1,0,0,1,0
"85",18.4820074082672,6.35411897413345,3.40940232194214,24.8519764353512,7.08613899823182,197.20586853874,8.83010358881663,41.4449358343777,2,2,4,0,0,0,1,0,0,1,0
"86",26.7137045709221,9.19034592686006,4.61044716578407,29.6015796878867,8.99937333597649,176.154314708239,10.7250669364644,45.4905102329536,2,3,2,0,0,0,1,0,1,0,0
"87",22.2558596532411,7.92746982298982,4.81613260070344,28.4539867763061,6.61079493489973,201.753810363278,17.308257848507,49.0376868400277,1,1,2,0,0,1,0,0,1,0,0
"88",34.0329560995656,12.2200238068167,6.67951205401394,21.2514942003764,16.613859144149,255.538807804236,9.88171371089956,40.9979607483854,1,4,4,0,0,1,0,0,0,1,0
"89",23.6112999925608,7.85019522754812,4.79934348964401,29.6295725971532,6.9906795448241,139.814678213921,7.74198032139868,47.1632969205987,2,3,4,0,0,0,1,0,0,1,0
"90",23.4686162726822,9.10842026899732,4.04176324912364,19.7301923525854,11.3525934176129,213.042766575356,12.0073862107124,51.9342210364591,4,1,4,1,0,0,0,0,0,1,0
"91",33.62511639599,11.6681077928167,6.90624646631523,24.4171122383316,14.5217560907409,242.835867938995,12.702482528419,45.4619970493909,2,3,2,0,0,0,1,0,1,0,0
"92",42.8757530769584,14.5089582871986,3.63287539519371,28.2802078799849,19.3453658269165,226.216615341747,6.35997763951158,39.795107931724,4,2,2,1,0,0,0,0,1,0,0
"93",26.373582782566,8.81802359118202,3.08232182070788,29.952840415838,9.36717059420917,210.246733190066,12.3683455156445,41.5735846223594,1,2,2,0,0,1,0,0,1,0,0
"94",24.8114422399367,9.00225875212982,5.95951147993426,24.9474652016494,9.78469889823566,212.216696668874,3.50341973292423,43.4589922056619,2,4,2,0,0,0,1,0,1,0,0
"95",39.2629360896207,14.164024554749,5.45960293508317,22.902804553678,18.6453742612135,193.76526609103,11.8494522149702,46.7581746164066,2,1,2,0,0,0,1,0,1,0,0
"96",34.8322002873025,12.6777352745715,3.39201501328443,24.8691478073079,16.1387532790747,202.168650320402,10.0737347057994,46.8092189435926,2,4,4,0,0,0,1,0,0,1,0
"97",17.8096136002724,6.57429216781678,4.60486977629143,22.042982277628,7.7614442107259,155.208114119804,2.60899630175942,43.2769758901425,3,3,1,0,1,0,0,0,0,0,1
"98",29.2159045803297,11.3904747921188,3.68965968589284,19.4227209852539,14.9006617191823,209.56002972797,7.79289852028565,50.5619415442308,1,1,4,0,0,1,0,0,0,1,0
"99",38.378479590191,11.1967246906513,6.38772861345754,36.7716597935325,12.2349407263731,188.019699402178,15.9131173509284,40.9684662093289,4,4,1,1,0,0,0,0,0,0,1
"100",34.6587700222256,11.0220339546387,6.8696161964988,35.2662785398344,10.1961621431845,181.034608704538,11.4296792204827,41.6259320790973,1,2,4,0,0,1,0,0,0,1,0
"101",37.2879577625708,12.2581245430784,4.15757022980187,29.6501147634872,15.6506081092322,236.790207456338,6.64152308441967,40.7194424563613,4,4,1,1,0,0,0,0,0,0,1
"102",41.4383191058396,14.0545091874138,5.43469272643854,30.8858656507101,16.6779846991691,194.087223396568,11.2991012388467,44.2667371324135,1,3,1,0,0,1,0,0,0,0,1
"103",29.3957660659963,9.7464305406362,4.05029357014798,30.5800822543739,10.1798894816619,230.47201884209,18.6831520088561,44.3854144599315,3,1,4,0,1,0,0,0,0,1,0
"104",37.0576823161517,14.4084204650047,4.15052210741988,20.6404616502554,18.4297392672588,191.878853725081,5.79693426736172,56.7114440691994,2,4,4,0,0,0,1,0,0,1,0
"105",29.5440322146839,10.8485695382197,4.18462347387217,16.8738212606856,17.043832357826,186.404300650187,10.8442285583387,38.4330734642785,3,2,2,0,1,0,0,0,1,0,0
"106",30.0965206295735,10.46456234613,5.5243453532622,28.7337214430427,10.5702683481133,247.080459700313,10.2002353229046,55.031138490307,4,3,1,1,0,0,0,0,0,0,1
"107",24.7329168394557,8.92636135118169,6.82834806920264,19.7329019663577,11.1678177644141,180.553620557767,5.0289088333933,50.0914649277529,4,1,4,1,0,0,0,0,0,1,0
"108",47.8583554460408,16.7032306963971,5.26057200778615,29.1015415824736,21.2445577263129,183.63954143966,10.5603592602127,40.4433389252823,3,3,3,0,1,0,0,1,0,0,0
"109",23.0171216161269,8.99962441260506,5.13120149412078,19.2764257190458,11.0685699715729,184.28422953205,5.23309801020992,51.2205799404388,4,2,2,1,0,0,0,0,1,0,0
"110",49.1992880104805,16.366982135978,5.41267473079589,35.4811043531466,18.7226102759471,183.472315106337,11.8839961602887,43.716816134541,1,2,2,0,0,1,0,0,1,0,0
"111",35.2103759069093,12.6071613482551,5.73738290334239,22.1156513970569,16.6100863532417,202.861626957826,15.3503023683038,50.6039725395533,2,4,4,0,0,0,1,0,0,1,0
"112",32.1577320625217,10.2509519285799,8.4056431975594,33.93696855352,8.65657785805082,209.272488186413,3.07092329812421,50.2321314076213,3,4,1,0,1,0,0,0,0,0,1
"113",42.5892211881669,14.7011024933382,4.34168523400938,28.0606462050484,18.4718330526416,245.307904390703,5.60240191842491,46.754713802513,4,1,3,1,0,0,0,1,0,0,0
"114",30.792500767024,10.0404156185279,4.94201445223129,31.9212275445404,10.4394740795718,226.704016530683,13.6621755492446,40.288495332074,4,3,4,1,0,0,0,0,0,1,0
"115",29.4583240014546,10.224232419813,5.15182416039071,21.834199655072,13.9275239020033,160.624091869583,12.0891325680513,44.0413046407415,2,2,4,0,0,0,1,0,0,1,0
"116",31.9412931724554,11.0232533449741,3.62902130415296,22.7726754056021,16.2621045898957,192.962796583192,14.4058623134506,34.7186225136446,1,2,1,0,0,1,0,0,0,0,1
"117",40.5157946976021,13.2690453231548,5.50485110404292,32.3330991850588,15.2328429485701,232.045028480608,14.0318445166549,42.3047808074486,3,1,4,0,1,0,0,0,0,1,0
"118",19.8694759023277,7.1614434782643,3.28943950498704,25.8536878831988,7.76928128679984,243.85373785896,13.3383148913588,36.3664294638046,2,1,2,0,0,0,1,0,1,0,0
"119",37.9044856383689,13.3511428779813,4.91464602692806,31.76685152009,14.2022523258302,194.193649931714,11.7693867127621,45.2130077163857,4,3,4,1,0,0,0,0,0,1,0
"120",39.8973412893443,13.4833987075811,5.09445918297504,31.5663706254462,15.7131669678735,227.210746568195,12.558775278249,41.6441638889927,3,2,1,0,1,0,0,0,0,0,1
"121",23.7262980069444,8.70564069519245,3.55446081443088,29.1008507445507,7.27424072387052,189.833522046917,5.6635936279584,54.59919805511,4,3,4,1,0,0,0,0,0,1,0
"122",31.9819686238721,9.96774605837716,4.04174440282641,38.8152143702753,8.17543574841646,191.778511038541,12.603389326926,42.4133680878967,2,2,1,0,0,0,1,0,0,0,1
"123",0,1.47011790509545,6.11810052992372,13.6501305432715,0.932365573739986,246.150067959505,9.19583530959255,43.6213421373032,1,1,1,0,0,1,0,0,0,0,1
"124",22.5181711180355,8.93827051779342,6.2010930051494,21.6742454721857,9.4693001148929,195.446120914154,12.4629159221062,48.4074513967741,2,2,3,0,0,0,1,1,0,0,0
"125",12.9793584972103,6.31666656428992,3.48683803275831,15.7951903041984,7.37406602346003,205.473336333182,8.71891787019527,52.8783018183348,4,1,4,1,0,0,0,0,0,1,0
"126",36.136816948058,11.8066244747263,3.93219134800985,31.3897033943472,14.5831884291508,187.316989976262,9.55277648441954,35.6771775345942,2,4,1,0,0,0,1,0,0,0,1
"127",31.6995846120748,11.1305668679042,4.45782588980493,24.3066345001182,14.347859329351,165.585575372471,5.71630285043578,44.5302089055016,4,3,3,1,0,0,0,1,0,0,0
"128",40.2853599932054,13.120610097075,5.71613608632021,29.9103734789372,16.3577924493205,246.933996541066,7.62967605457102,42.0164851950273,4,3,2,1,0,0,0,0,1,0,0
"129",11.6050566761008,4.65261638157708,4.99142192541278,21.6933738812249,3.91863067737634,192.609251705458,15.8812192014551,45.3616029738011,3,1,2,0,1,0,0,0,1,0,0
"130",31.7481603472033,10.6427278885811,5.81385426134464,25.5344442810583,13.5637285587673,208.957128314245,12.0267215985355,44.3896850468266,1,3,1,0,0,1,0,0,0,0,1
"131",30.238977877379,9.9780775100487,5.48951010344543,29.8136828296503,10.7552896036836,213.302863785919,11.1955371793125,46.6950218823622,2,4,1,0,0,0,1,0,0,0,1
"132",27.7657506785309,10.1511308859199,5.45259702068027,25.6793866043481,10.6633343201189,218.760406938452,7.06305502963465,55.2434389801303,4,3,1,1,0,0,0,0,0,0,1
"133",32.6807559520913,11.8417525389337,7.61933030523845,22.2281333571829,14.8533014851247,193.313324227566,8.90363612466101,43.8971456743348,4,1,1,1,0,0,0,0,0,0,1
"134",28.4369693769806,9.0336790260848,3.23370210237422,32.7136817358542,9.35722746216952,180.615625448464,8.96492660290255,41.2002230242002,1,2,1,0,0,1,0,0,0,0,1
"135",35.0938936913915,12.4228557647575,3.0691363244957,23.2701671092366,17.8604813038175,173.692262961946,10.9263890131291,37.6517803075582,2,3,1,0,0,0,1,0,0,0,1
"136",12.2629173097215,6.28042610916046,4.00704088792295,13.130536185107,8.2910731543196,191.244607296093,9.85685529099785,51.3666843530087,2,3,3,0,0,0,1,1,0,0,0
"137",43.8998472578929,15.0401963341807,2.93490895611664,26.0760139616559,21.3897463788539,194.302551699709,9.22144341697293,39.0315015257634,3,4,3,0,1,0,0,1,0,0,0
"138",32.9763647111944,11.9926541657879,3.12619526403191,25.8839489177338,14.5117840281583,191.439829890022,15.3388895804112,47.3615758758876,2,1,2,0,0,0,1,0,1,0,0
"139",28.1303399140065,9.9150633593755,5.51008770596803,24.1771015060372,11.9770697015019,153.018952190834,1.45504810556941,45.742201983235,2,4,3,0,0,0,1,1,0,0,0
"140",24.3537824467538,9.59249996533041,2.61305400605914,19.1261455583967,13.2646811112345,227.605584857161,7.45472934354774,45.7393079735595,3,4,3,0,1,0,0,1,0,0,0
"141",24.6752595539952,9.24315986812114,5.15457451258317,21.9732993464063,10.8740358884519,199.011588102907,6.45037867147461,47.9826295603971,2,2,4,0,0,0,1,0,0,1,0
"142",29.8676670446837,10.9843526183257,6.27590926205465,23.9584089053651,12.1555443691657,203.011443345521,10.4118359055982,52.3241671317205,2,1,4,0,0,0,1,0,0,1,0
"143",26.9263693435445,11.0072452866588,3.35635524805743,18.1424130252389,14.3734916855968,203.799506578306,7.69725389618278,54.0421232273755,1,4,3,0,0,1,0,1,0,0,0
"144",31.9970306349857,11.317779799025,5.71055049100996,22.1247043406468,15.1747536213739,204.047098931791,8.06021985549036,43.5185428878806,4,3,3,1,0,0,0,1,0,0,0
"145",24.6369528983809,10.0537132410917,4.24635837118918,18.9503417854482,12.9079694617654,133.73497879174,5.44417999006086,46.3501350512755,3,2,1,0,1,0,0,0,0,0,1
"146",39.0531392679812,13.5774687323676,7.82569595352502,29.6488961088106,14.4204064507906,193.733523050747,7.70762892772139,53.1552894359416,3,4,2,0,1,0,0,0,1,0,0
"147",28.5948613210176,10.0292529799718,3.00621181070637,29.7066688530405,10.5817826824113,167.651074707657,5.21951888574829,45.9249782409038,3,4,3,0,1,0,0,1,0,0,0
"148",36.823235713054,13.3830098732642,5.05648592324848,27.3221605749192,14.8798558152864,199.222329975129,12.2322461509979,58.693461478027,3,4,2,0,1,0,0,0,1,0,0
"149",15.6828067944793,5.56709501987547,6.22207216050925,22.0590703933408,6.0634281041898,185.480856940481,14.4563251363615,41.3020043211032,1,4,4,0,0,1,0,0,0,1,0
"150",20.8055762672373,7.16215088086571,1.66637877990644,26.903104165086,7.8352096348486,189.745446064266,9.36291712761035,47.0035205599528,4,3,3,1,0,0,0,1,0,0,0
"151",37.3522329217906,13.2543634124197,6.10851055605274,17.310266757422,20.5194540704386,241.420128976475,11.7953394505254,39.4287829617196,3,2,2,0,1,0,0,0,1,0,0
"152",35.5006082625793,11.9475355134247,4.45932668467721,25.6653819834704,16.7429753463912,203.819313052118,14.6647628806283,31.3644890098116,4,3,4,1,0,0,0,0,0,1,0
"153",25.9308723115646,10.3142619745748,3.63780730726506,21.4748294642977,11.6555066447847,185.225032372881,4.5312175031301,59.2905902916227,4,2,3,1,0,0,0,1,0,0,0
"154",21.3709746501683,10.2906447451579,6.53318204168728,6.39806255877218,16.0027999812389,241.491972373991,8.62869744515517,48.1987981582172,1,4,2,0,0,1,0,0,1,0,0
"155",37.6224785347395,12.4039382169592,3.40063078234574,33.323801727358,14.6319861175205,226.277582851872,9.64329150616784,34.8669994755358,4,4,2,1,0,0,0,0,1,0,0
"156",18.0955451620899,6.39151336563715,6.8831971846157,26.3931294373355,4.64680957040384,220.668022098218,6.51873597619867,50.8247719715429,1,3,1,0,0,1,0,0,0,0,1
"157",16.6012459720807,6.85459335485357,4.33891184906197,16.3570213836953,9.79260982346286,197.202158961367,6.07541366006823,43.9414549773378,3,3,1,0,1,0,0,0,0,0,1
